Company Name,Phone Number,Category,Website URL
المحمدي للتبريد والتكييف,+20 10 66014489,Construction company,
Patterns by Kulture,+20 12 81339947,Real estate developer,https://kulture-eg.com/
ALDAWLIA IGC,+20 10 98406071,Contractor,https://www.aldawlialandscape.com/
Eg Art Deco افضل شركة ديكور في مصر,+20 10 26003140,Painter,
O west,,Construction company,
عليش للأخشاب والسقالات المعدنية,+20 10 60556465,Building materials supplier,https://www.eleishwoods.com/
MATCHING INTERIORS,+44 115 555 5115,Interior designer,http://matchinginteriors.com/
Saad Hanna Sons,+20 2 27765113,Construction company,
Al-Tabark Site Office (Marabet Al-Khiyool),,Construction company,
جرجا,,Home builder,
Cairo Contracting Co,+971 4 335 5779,Construction company,
HVZ,,Construction company,
"Shortcut Al jazeera, magora trom.",,Construction company,
MOUSA BULDING,+966 56 723 8257,Construction company,
شركه توباز,,Construction company,
البحر الاحمر القصير,,Home builder,
رمسيس,,Home builder,
,,,
