Company Name,Phone Number,Category,Website URL
Bc Construction & Concreting Pty Ltd,,Concrete contractor,https://www.bccconcreting.com/
One Design Ballarat,+61 499 783 760,Building designer,https://www.onedesignballarat.com.au/
W.J Robson & Sons Glass,+61 3 5332 2078,Glazier,http://www.robsonglass.com.au/
A1 Fencing Ballarat,+61 3 4422 2646,Fence contractor,https://a1fencingballarat.com/
Plastering ballarat,+61 404 406 514,Dry wall contractor,
Wayne Horne Earthmoving Pty Ltd,+61 3 5338 1650,Construction company,https://whem.com.au/
AB Earthmoving & Civil,+61 400 452 671,Earth works company,http://abearthmoving.com.au/
CIQ Construction,+61 418 524 013,Construction company,https://ciqconstruction.com.au/
G & S Morris Constructions,+61 409 171 115,Builder,http://www.morrisconstructions.com.au/
Ballarat Concrete Cutting Pros,+61 488 803 729,Concrete contractor,http://concreteballarat.com.au/
Ballarat Building Solutions Pty Ltd,+61 3 5338 1773,Building restoration service,https://www.ballaratbuildingsolutions.com.au/
Buggzys Electrical & Air Conditioning Ballarat,+61 400 007 441,Electrician,http://www.buggzyselectrical.com.au/
Harrybilt Engineering & Welding Services,+61 3 5339 4859,Railway Equipment Supplier,https://www.harrybilt.com.au/
Nicholson Construction,+61 3 5322 5444,Construction company,http://www.awnicholson.com.au/
Renovations and Restorations Pty Ltd,+61 414 685 242,Contractor,https://www.renovationsandrestorations.com.au/
Right On Render,+61 411 783 057,Plasterer,http://rightonrender.com.au/
Ballarat Asphalt Driveways,+61 402 177 850,Asphalt contractor,http://www.ballaratasphaltdriveways.com/
Ballarat Electrical Co.,+61 418 362 840,Electrician,
S.P Brickworks and Property Solutions,+61 409 802 567,Bricklayers,
O'Brien Electrical Engineering & Contractors Ballarat,+61 3 4333 6900,Electrician,https://www.obrien.com.au/members/electrical-engineering-contractors-ballarat/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=member-ballarat&utm_content=electrical
4Front Construction,+61 3 5341 2936,Construction company,https://www.4frontconstruction.com.au/
Ballarat Commercial and Residential Painting,+61 480 647 592,Painter,http://www.ballaratpainting.au/
Vision Building Group Ballarat,+61 419 574 358,Custom home builder,https://visionbg.com.au/
Interline Ballarat PTY Ltd.,+61 3 5336 2772,Contractor,https://interlineroofingballarat.com.au/
Barrason's Group Pty Ltd,+61 3 5940 4999,Structural engineer,https://www.barrasons.com.au/
Construction Resources Vic Pty Ltd,+61 409 540 668,Earth works company,http://www.constructionresourcesvic.com.au/
Central VIC Contracting,+61 408 997 368,Pest control service,https://centralviccontracting.com.au/
TJ Coutts Pty Ltd,+61 3 5334 3444,Electrician,http://www.tjcoutts.com.au/
Mark Brehaut Pipe & Cable Locating,+61 402 411 843,Utility contractor,https://mbcpl.com.au/contact.html
CIQ Construction Management,+61 418 524 013,Construction company,http://ciqconstruction.com.au/
Ballarat Underroad Boring & Excavations Pty Ltd,+61 427 670 661,Drilling contractor,http://ballaratboringandexcavations.com.au/
DWB Service Locating,+61 1300 659 522,Utility contractor,https://www.dwbsl.com.au/
Tiler Ballarat,+61 3 5923 0252,Tile contractor,https://www.tilerballarat.com.au/
Epoxy Flooring Ballarat,+61 3 4158 6001,Flooring contractor,https://www.epoxyflooringballarat.com.au/
Jim's Handyman Ballarat,+61 131546,Handyman/Handywoman/Handyperson,
Ballarat Decorative Concrete,+61 477 555 402,Concrete contractor,http://ballaratdecorativeconcrete.com.au/
G.J Bradding Heating & Cooling Systems,+61 3 5330 2166,Heating equipment supplier,http://www.gjbradding.com.au/
Ballarat Feature Fencing,+61 466 965 729,Fence contractor,https://ballaratfeaturefencing.com/
Den Ouden Contracting,+61 3 5342 0857,Contractor,http://www.denoudencontracting.com.au/
Infinite Building Design,+61 488 672 039,Architecture firm,http://www.infinitebuildingdesign.com.au/
The Fencing Dude,+61 490 499 394,Fence contractor,http://www.thefencingdude.com.au/
Victorian Bricklaying and Masonry,+61 484 114 998,Bricklayers,http://www.vicbrickandmasonry.com.au/
Newmac Bricklaying,+61 409 893 706,Bricklayers,http://newmacbricklaying.com.au/
P & J Earthworks Ballarat Excavator Hire,+61 418 518 270,Excavating contractor,https://pjearthworksballarat.com.au/
Ballarat Plumbing,+61 497 545 279,Plumber,https://www.ballaratplumbing.com.au/
Ballarat Excavation & Transport,+61 411 398 142,Excavating contractor,http://ballaratexcavation.com.au/
C & M Building Surveyors,(03) 8593 9680,Corporate office,
Tudor Electrical,+61 490 015 959,Electrician,http://www.tudorelectrical.com.au/
House Inspections Ballarat Region,+61 490 696 502,Building inspector,https://www.houseinspectionsballaratregion.com.au/
Ballarat Precision Plumbing Pty Ltd,+61 439 140 677,Plumber,http://www.plumberballarat.com.au/
Holloway Electrical Group,+61 437 508 059,Electrician,https://www.hollowayelectricalgroup.com.au/
Butler Excavations PTY Ltd.,+61 417 420 724,Excavating contractor,http://www.butlerexcavations.com.au/
P & T Property Services,+61 413 940 372,Property maintenance,http://www.pandtpropertyservices.com.au/
Classic Homes Co,+61 3 5332 9995,Custom home builder,http://www.classichomesco.com.au/
LPM Electrical Contracting,+61 427 327 278,Electrician,http://lpmelectrical.com.au/
Compliance Contracting,+61 3 5331 5015,Mining equipment,http://compliancecontracting.com.au/
Ballarat Fences,+61 3 5749 1218,Fence contractor,
Hygge Property - Ballarat,,Real estate developer,http://www.hyggeproperty.com.au/
Niehus,+61 434 404 339,Construction company,https://www.niehus.com.au/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3532087759524208675
Michael Walsh Plumbing,+61 3 5333 1168,Plumber,http://www.michaelwalshplumbing.com.au/
Butler Bathroom Renovation Ballarat,+61 3 7018 1755,Bathroom remodeler,https://bathroomrenovationsballarat.com.au/
Angus Eeles Heating & Cooling,+61 3 5332 2117,Air conditioning contractor,https://anguseeles.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb
Swanson Surveying,+61 1300 990 075,Land surveyor,https://www.swansonsurveying.com.au/
,,,
