Company Name,Phone Number,Category,Website URL
Wownature Swimming Pool and Landscape Construction Builders/Maintenance Company lagos Nigeria,+234 803 229 7312,Swimming pool contractor,https://wownature-swimmingpool.com/home
GWILL INT MULTIVENTURES (Plumbing and Electrical Engineering),+234 703 831 6343,Contractor,https://wa.me/message/I6LNDZHRB5ZSN1
Heavens Contractors Ltd,+234 700 111 3333,Construction company,http://www.heavenscontractors.com/
ADEFIZ NIGERIA LIMITED,+234 703 811 1802,Real estate developer,http://www.adefizhomes.com/
Karbak Ventures Limited,+234 807 752 0554,Construction company,http://karbakltd.com/
"Sky Bee One Building Construction, Bayo Company",+234 803 296 1634,Construction company,
Bloom Tech Infrastructural Limited,+234 915 917 0733,Construction company,http://www.bloomtechafrica.com/
Gasteel Construction Lekki Lagos Nigeria,+234 903 511 6142,Construction company,
CONCRETE LOGISTICS LIMITED,+234 908 674 4444,Construction company,https://www.concreteng.com/
JIDAN ENGINEERS AND CONSTRUCTION LTD,+234 806 791 6981,Construction company,
Stonecutters Construction Limited,+234 813 089 4799,Construction company,
Rubitec Nigeria Limited,+234 803 449 9670,Construction company,
SafeHouse Construction LTD,+234 805 187 3320,Construction company,https://safehouseconstructioncompany.com/
Upperbond Contractors Ltd,+234 803 322 7979,Construction company,http://upperbond.ng/
"Metalum Limited, Ogba Ikeja",+234 814 745 0331,Construction company,https://metalumltd.com/
Gojack Consortium Nigeria Limited,+234 14924218,Construction company,
AG BELORI NIGERIA LIMITED,+234 703 272 2662,Civil engineering company,
BinaTech Limited,+234 809 632 1145,Construction company,http://binatechlimited.ng/
GIAB Nigeria Ltd,+234 807 552 0168,Business center,
Beton Bau Nigeria Limited,+234 805 756 9372,Construction company,
Casafina Capital LTD,+234 908 070 2006,Real estate developer,http://www.casafina.com.ng/
Kodai construction,+234 912 444 4445,Construction company,https://www.kodaiconstruction.com/
Authenticrooftiles intercontinental limited,+234 803 304 0492,Roofing supply store,http://www.authenticrooftile.com/
BENIKO Industries Ltd.,+234 816 097 6961,Steel construction company,https://beniko.com/
Ok Contractors Limited,+234 803 301 9999,Industrial equipment supplier,http://okcontractorsng.com/
Janbuz Engineering & Construction Limited,+234 803 222 1821,Construction company,
FCBS Construction Nigeria Limited,+234 803 491 9832,Construction company,
The Best Construction Company,,Construction company,
Toclint Construction Company Limited,+234 803 333 9747,Construction company,
Bauweise Services Limited,+234 812 287 5913,Construction company,http://bauweiselimited.com/
Keaton Construction and Engineering Limited,+234 903 202 5206,Construction company,
Emobella Engineering,+234 812 005 0716,Mechanical contractor,http://www.emobellaengineering.com/
Lean Construction,+234 703 942 8916,Construction company,http://lean-con.com/
Omole MHE,+234 906 598 2385,Real estate developer,
AMECRON Nigeria Limited,+234 803 314 9934,Engineering consultant,http://amecronng.com/
Bedrock Integrated Nigeria Limited,+234 803 488 9906,Construction company,http://bedrock.ng/
Limassa Empire Ways Nigeria Limited,+234 802 765 4567,Construction company,http://limassanig.com/
Country Homes Nigeria,+234 906 409 3468,Real estate developer,https://www.countryhomeng.com/
Bella Vista,+234 909 999 5274,Real estate developer,
INTEGRATED GEODRILLS AND WATER ENGINEERING LIMITED,+234 905 931 4018,Construction company,https://www.integratedgeodrills.com/
Buildomart Merchandizing & Construction Ltd,+234 807 069 1544,Construction company,
Wallis Construction Limited,+234 803 356 8983,Corporate office,
Two By Four Construction Limited / Building Construction / Epoxy Paints / Industrial and Marine paints,+234 802 338 1309,Construction company,
LABO GROUP OF COMPANIES,+234 902 005 2007,Real estate developer,
Rosaab International Limited,+234 708 452 7340,Sign shop,http://rosaabinternational.com/
Gbemi Steel Construction Company,+234 1684796,Construction company,
The Building Practice Ltd,+234 2349 04 9721,Architecture firm,http://www.buildingpractice.biz/
Akma Engineering Nigeria Limited,+234 803 979 9151,Parking garage,http://akmaengineering.org/
Formwork Limited,+234 16290942,Corporate office,http://formworklimited.com/
Segfolt Nigeria Limited,+234 18713218,Construction company,http://segfolt.com/
muklar limited,+234 802 314 2715,Construction company,
Japaul House,+234 806 237 7018,Earth works company,http://www.japaulgroup.com/
Penizik Nig Ltd,+234 703 497 2527,Construction company,http://www.penizik.org/
EMD global,+234 807 149 8830,Construction company,
Lamtey Teamsters Nigeria Ltd,+234 813 385 6473,Construction company,http://www.lamteyteamsters.com/
Aedifex Nigeria Limited,+234 802 303 8088,Construction company,http://aedifexng.com/
TRANOS,+234 916 000 2639,Manufacturer,http://www.tranos.ng/
"CADD Centre Lagos, Nigeria",+234 808 745 3059,Engineering consultant,http://www.caddcentreng.com/
Brail Construction,+234 803 475 0732,Building materials store,http://brailconstruction.com/
KINGSPAN NIGERIA,+1 432-271-9113,Construction company,http://www.kingspan.com/
Mercilia Technology Limited,+234 802 300 9347,Electrical engineer,http://www.merciliatechnology.com/
villa innovations development nigeria limited,+234 807 761 9434,Real estate developer,
Spezial Bau Nigeria,+234 806 841 6686,Construction company,https://spezialbaunigeria.com/
TOM-LOG ONYX NIGERIA LIMITED (T.L.O),+234 703 428 7595,Construction company,
,,,
